Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Clear,City Road,Evening,2.0,30.0,1.0,0.0,Low,Under Construction,Bus,33.0,2.0,Artificial Light,1.0
Foggy,City Road,Evening,3.0,60.0,2.0,0.0,Fatal,Dry,Car,58.0,40.0,Daylight,1.0
Cloudy,Rural Road,Night,1.0,60.0,3.0,0.0,Low,Dry,Truck,18.0,0.0,Artificial Light,1.0
Rainy,Highway,Morning,3.0,80.0,3.0,0.0,Medium,Icy,Car,38.0,11.0,Daylight,0.0
Clear,City Road,Morning,2.0,30.0,2.0,0.0,Medium,Dry,Car,43.0,23.0,Daylight,0.0
Cloudy,Highway,Morning,1.0,120.0,2.0,0.0,Low,Dry,Car,23.0,2.0,Daylight,1.0
Clear,City Road,Afternoon,1.0,60.0,1.0,0.0,Medium,Under Construction,Car,46.0,25.0,Daylight,1.0
Foggy,Highway,Evening,2.0,100.0,4.0,0.0,Low,Wet,Bus,31.0,6.0,Daylight,1.0
Clear,Intersection,Evening,2.0,40.0,2.0,0.0,Medium,Dry,Car,30.0,4.0,Daylight,0.0
Clear,City Road,Afternoon,3.0,30.0,2.0,0.0,Low,Dry,Car,54.0,14.0,Daylight,1.0
Cloudy,City Road,Evening,3.0,50.0,1.0,0.0,High,Dry,Bus,47.0,12.0,Artificial Light,1.0
Clear,Highway,Night,3.0,100.0,5.0,0.0,Low,Under Construction,Van,48.0,4.0,Dark,1.0
Clear,City Road,Afternoon,3.0,50.0,2.0,0.0,High,Dry,Car,19.0,0.0,Daylight,1.0
Foggy,City Road,Morning,2.0,60.0,2.0,0.0,Medium,Wet,Car,59.0,30.0,Dawn/Dusk,1.0
Clear,City Road,Night,1.0,30.0,1.0,0.0,Low,Under Construction,Car,47.0,4.0,Dark,1.0
Rainy,Rural Road,Afternoon,1.0,80.0,1.0,0.11,Low,Icy,Car,41.0,21.0,Daylight,0.0
Rainy,Rural Road,Evening,1.0,100.0,2.0,0.0,High,Icy,Car,32.0,11.0,Daylight,1.0
Foggy,Intersection,Evening,1.0,40.0,4.0,0.0,Low,Dry,Car,60.0,37.0,Daylight,0.0
Clear,City Road,Morning,3.0,40.0,5.0,0.0,High,Dry,Truck,33.0,11.0,Daylight,1.0
Rainy,Highway,Morning,4.0,120.0,1.0,0.0,Medium,Wet,Car,40.0,15.0,Daylight,0.0
Clear,Highway,Night,3.0,80.0,5.0,0.0,Low,Dry,Car,24.0,4.0,Artificial Light,0.0
Clear,Highway,Night,1.0,120.0,3.0,0.0,Low,Dry,Bus,72.0,39.0,Dark,0.0
Clear,City Road,Afternoon,2.0,30.0,3.0,0.0,Low,Under Construction,Car,57.0,21.0,Daylight,1.0
Rainy,City Road,Evening,2.0,60.0,1.0,0.0,Medium,Icy,Motorcycle,44.0,24.0,Dawn/Dusk,0.0
Foggy,City Road,Morning,2.0,30.0,2.0,0.0,High,Dry,Car,19.0,0.0,Daylight,0.0
Clear,Rural Road,Morning,1.0,60.0,4.0,0.0,Low,Under Construction,Car,39.0,10.0,Daylight,0.0
Rainy,City Road,Night,3.0,60.0,2.0,0.0,Low,Wet,Car,51.0,24.0,Artificial Light,0.0
Foggy,Highway,Night,1.0,80.0,5.0,0.07,Medium,Wet,Van,68.0,26.0,Dark,1.0
Cloudy,Rural Road,Morning,1.0,60.0,3.0,0.0,High,Dry,Motorcycle,50.0,9.0,Dawn/Dusk,0.0
Foggy,City Road,Morning,3.0,40.0,1.0,0.0,Low,Wet,Car,31.0,9.0,Daylight,1.0
Snowy,City Road,Evening,3.0,50.0,1.0,0.02,Medium,Wet,Car,20.0,0.0,Artificial Light,1.0
Clear,Intersection,Afternoon,1.0,30.0,1.0,0.0,Low,Dry,Car,52.0,17.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,100.0,2.0,0.12,Low,Dry,Car,45.0,25.0,Daylight,0.0
Clear,Highway,Morning,3.0,80.0,2.0,0.0,Low,Dry,Bus,63.0,41.0,Daylight,0.0
Rainy,City Road,Night,1.0,50.0,4.0,0.0,Medium,Wet,Car,73.0,44.0,Artificial Light,1.0
Clear,City Road,Afternoon,1.0,60.0,2.0,0.0,Medium,Dry,Motorcycle,67.0,23.0,Daylight,0.0
Clear,City Road,Afternoon,3.0,50.0,1.0,0.0,Medium,Dry,Car,37.0,7.0,Daylight,0.0
Cloudy,Rural Road,Afternoon,2.0,60.0,1.0,0.12,Medium,Dry,Car,63.0,10.0,Daylight,0.0
Foggy,Rural Road,Evening,2.0,80.0,4.0,0.0,Medium,Dry,Motorcycle,31.0,4.0,Dawn/Dusk,0.0
Clear,City Road,Afternoon,3.0,40.0,3.0,0.0,Low,Dry,Car,54.0,35.0,Daylight,0.0
Foggy,Highway,Evening,4.0,100.0,1.0,0.0,Medium,Dry,Car,33.0,5.0,Artificial Light,0.0
Clear,Rural Road,Afternoon,1.0,80.0,3.0,0.15,Low,Under Construction,Car,68.0,23.0,Daylight,0.0
Clear,Rural Road,Night,2.0,100.0,4.0,0.11,Low,Dry,Car,60.0,9.0,Artificial Light,1.0
Clear,Rural Road,Night,2.0,80.0,5.0,0.0,High,Dry,Van,21.0,2.0,Dark,1.0
Rainy,Rural Road,Evening,2.0,60.0,3.0,0.08,Low,Icy,Car,29.0,0.0,Artificial Light,1.0
Rainy,Highway,Morning,4.0,100.0,2.0,0.0,Low,Wet,Car,30.0,8.0,Daylight,0.0
Clear,Rural Road,Night,1.0,80.0,3.0,0.0,High,Dry,Car,66.0,34.0,Dark,0.0
Rainy,City Road,Evening,2.0,60.0,1.0,0.0,Low,Wet,Motorcycle,59.0,35.0,Daylight,0.0
Clear,Rural Road,Night,2.0,60.0,4.0,0.12,Low,Under Construction,Car,42.0,23.0,Dark,1.0
Clear,Rural Road,Afternoon,2.0,100.0,3.0,0.0,Medium,Dry,Car,24.0,2.0,Daylight,0.0
Clear,City Road,Evening,3.0,30.0,3.0,0.0,Medium,Dry,Car,69.0,50.0,Daylight,1.0
Rainy,Rural Road,Afternoon,1.0,100.0,4.0,0.0,Low,Wet,Car,18.0,0.0,Daylight,1.0
Snowy,Highway,Afternoon,2.0,80.0,1.0,0.04,Low,Wet,Car,25.0,5.0,Daylight,1.0
Clear,City Road,Evening,2.0,50.0,4.0,0.0,Low,Dry,Motorcycle,70.0,33.0,Artificial Light,0.0
Cloudy,Highway,Night,4.0,100.0,3.0,0.0,Medium,Dry,Bus,20.0,1.0,Dark,1.0
Clear,City Road,Night,3.0,50.0,4.0,0.0,Low,Dry,Truck,35.0,6.0,Dark,1.0
Clear,Rural Road,Afternoon,2.0,80.0,1.0,0.0,Medium,Under Construction,Car,74.0,50.0,Dawn/Dusk,0.0
Cloudy,Rural Road,Night,2.0,60.0,2.0,0.0,High,Dry,Car,26.0,5.0,Dark,1.0
Clear,Highway,Night,1.0,120.0,1.0,0.0,Medium,Dry,Car,24.0,3.0,Artificial Light,0.0
Cloudy,Highway,Evening,4.0,80.0,1.0,0.0,Low,Dry,Car,57.0,24.0,Daylight,0.0
Rainy,Rural Road,Morning,1.0,60.0,1.0,0.13,Medium,Wet,Car,32.0,12.0,Daylight,1.0
Clear,Highway,Afternoon,2.0,80.0,4.0,0.0,Medium,Dry,Car,36.0,10.0,Daylight,0.0
Clear,City Road,Morning,2.0,30.0,3.0,0.0,Low,Dry,Van,49.0,16.0,Daylight,0.0
Cloudy,City Road,Afternoon,2.0,30.0,5.0,0.0,Low,Dry,Bus,35.0,15.0,Daylight,0.0
Cloudy,City Road,Morning,1.0,50.0,4.0,0.0,Medium,Under Construction,Van,32.0,11.0,Daylight,1.0
Rainy,Highway,Afternoon,3.0,80.0,1.0,0.0,Low,Wet,Bus,65.0,37.0,Daylight,1.0
Foggy,City Road,Evening,2.0,40.0,1.0,0.0,Low,Dry,Bus,24.0,2.0,Dawn/Dusk,1.0
Snowy,Highway,Morning,4.0,100.0,3.0,0.0,Fatal,Wet,Motorcycle,54.0,10.0,Daylight,1.0
Rainy,City Road,Evening,2.0,50.0,1.0,0.08,Medium,Wet,Truck,30.0,4.0,Artificial Light,0.0
Foggy,Highway,Afternoon,3.0,100.0,4.0,0.0,Medium,Wet,Car,18.0,0.0,Dawn/Dusk,1.0
Cloudy,City Road,Afternoon,2.0,40.0,2.0,0.0,Medium,Dry,Car,35.0,11.0,Daylight,0.0
Rainy,City Road,Evening,1.0,50.0,1.0,0.04,Low,Wet,Car,67.0,21.0,Dawn/Dusk,1.0
Rainy,Rural Road,Morning,1.0,80.0,4.0,0.0,Medium,Wet,Car,18.0,0.0,Daylight,0.0
Clear,Highway,Morning,3.0,80.0,2.0,0.0,Medium,Dry,Car,62.0,26.0,Dawn/Dusk,1.0
Cloudy,City Road,Evening,1.0,30.0,2.0,0.0,Low,Dry,Truck,66.0,40.0,Dawn/Dusk,0.0
Clear,City Road,Evening,1.0,50.0,3.0,0.0,Medium,Dry,Car,68.0,47.0,Dawn/Dusk,0.0
Foggy,City Road,Evening,2.0,30.0,4.0,0.0,High,Wet,Truck,61.0,14.0,Dawn/Dusk,0.0
Foggy,City Road,Afternoon,2.0,40.0,4.0,0.0,Low,Dry,Bus,21.0,0.0,Daylight,1.0
Clear,Highway,Evening,4.0,80.0,3.0,0.11,Low,Dry,Car,60.0,21.0,Artificial Light,0.0
Clear,Rural Road,Morning,1.0,100.0,5.0,0.0,Low,Under Construction,Car,29.0,9.0,Daylight,1.0
Clear,City Road,Afternoon,1.0,40.0,3.0,0.09,Low,Dry,Car,65.0,16.0,Daylight,1.0
Clear,City Road,Morning,2.0,60.0,5.0,0.0,Low,Dry,Car,67.0,33.0,Daylight,1.0
Foggy,City Road,Morning,3.0,40.0,2.0,0.0,Medium,Wet,Car,61.0,7.0,Dawn/Dusk,0.0
Cloudy,Rural Road,Evening,1.0,60.0,4.0,0.0,Medium,Dry,Truck,40.0,12.0,Artificial Light,0.0
Clear,City Road,Night,3.0,30.0,5.0,0.0,Low,Dry,Bus,24.0,3.0,Dark,0.0
Clear,Highway,Afternoon,4.0,80.0,5.0,0.0,Medium,Dry,Motorcycle,39.0,12.0,Daylight,1.0
Cloudy,City Road,Afternoon,3.0,40.0,4.0,0.0,Fatal,Dry,Bus,48.0,24.0,Daylight,0.0
Foggy,City Road,Morning,1.0,50.0,4.0,0.03,Low,Wet,Car,61.0,27.0,Daylight,0.0
Clear,City Road,Night,1.0,30.0,2.0,0.0,Low,Under Construction,Car,70.0,6.0,Artificial Light,0.0
Rainy,City Road,Evening,3.0,60.0,1.0,0.0,Low,Wet,Truck,62.0,15.0,Dawn/Dusk,0.0
Clear,Rural Road,Evening,2.0,80.0,5.0,0.0,Medium,Dry,Motorcycle,52.0,21.0,Artificial Light,1.0
Clear,Highway,Night,1.0,120.0,4.0,0.08,Low,Dry,Bus,57.0,18.0,Dark,1.0
Clear,Rural Road,Evening,1.0,60.0,2.0,0.0,Low,Dry,Bus,49.0,8.0,Artificial Light,1.0
Rainy,Rural Road,Morning,2.0,80.0,5.0,0.0,Low,Wet,Car,18.0,0.0,Daylight,0.0
Snowy,City Road,Afternoon,2.0,60.0,2.0,0.0,Low,Wet,Motorcycle,37.0,12.0,Daylight,0.0
Rainy,Highway,Morning,4.0,80.0,4.0,0.0,Low,Wet,Car,19.0,1.0,Daylight,0.0
Foggy,Rural Road,Afternoon,2.0,100.0,4.0,0.0,Low,Dry,Car,30.0,11.0,Daylight,1.0
Foggy,City Road,Evening,3.0,50.0,4.0,0.0,Medium,Wet,Bus,45.0,7.0,Artificial Light,0.0
Rainy,City Road,Afternoon,1.0,50.0,5.0,0.0,Low,Icy,Truck,61.0,36.0,Daylight,1.0
Clear,City Road,Afternoon,2.0,60.0,4.0,0.0,Low,Under Construction,Car,42.0,0.0,Daylight,0.0
Clear,City Road,Night,2.0,40.0,2.0,0.0,Low,Dry,Car,53.0,22.0,Artificial Light,0.0
Rainy,City Road,Morning,1.0,50.0,4.0,0.01,Medium,Icy,Truck,50.0,28.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,60.0,5.0,0.0,High,Dry,Bus,56.0,32.0,Daylight,0.0
Rainy,Rural Road,Afternoon,2.0,100.0,2.0,0.0,Medium,Wet,Car,18.0,0.0,Daylight,0.0
Rainy,City Road,Afternoon,3.0,50.0,3.0,0.0,Low,Wet,Car,24.0,4.0,Daylight,1.0
Foggy,Highway,Evening,1.0,80.0,5.0,0.0,Low,Wet,Car,53.0,33.0,Artificial Light,1.0
Clear,City Road,Afternoon,2.0,40.0,2.0,0.0,Medium,Dry,Car,43.0,20.0,Daylight,0.0
Clear,City Road,Evening,2.0,50.0,1.0,0.0,High,Dry,Car,45.0,22.0,Artificial Light,1.0
Foggy,Rural Road,Night,2.0,60.0,5.0,0.0,Low,Dry,Car,27.0,5.0,Artificial Light,1.0
Clear,Highway,Evening,2.0,120.0,1.0,0.0,High,Dry,Motorcycle,30.0,5.0,Daylight,1.0
Clear,Rural Road,Evening,2.0,80.0,3.0,0.0,Low,Dry,Car,43.0,4.0,Artificial Light,0.0
Cloudy,Highway,Afternoon,3.0,100.0,5.0,0.0,Medium,Dry,Truck,33.0,1.0,Daylight,1.0
Foggy,City Road,Night,1.0,50.0,4.0,0.0,High,Wet,Bus,33.0,10.0,Artificial Light,1.0
Clear,Highway,Morning,3.0,120.0,1.0,0.0,Low,Dry,Car,20.0,2.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,4.0,0.07,Low,Dry,Truck,72.0,20.0,Daylight,1.0
Clear,Intersection,Afternoon,1.0,30.0,2.0,0.04,Low,Under Construction,Bus,32.0,8.0,Dawn/Dusk,1.0
Clear,Highway,Afternoon,1.0,120.0,5.0,0.0,Fatal,Under Construction,Van,30.0,8.0,Daylight,0.0
Cloudy,City Road,Evening,1.0,50.0,5.0,0.0,Low,Dry,Car,33.0,2.0,Artificial Light,1.0
Foggy,City Road,Night,3.0,50.0,2.0,0.0,Medium,Wet,Car,27.0,8.0,Artificial Light,1.0
Rainy,Highway,Morning,2.0,120.0,2.0,0.0,Low,Wet,Truck,72.0,8.0,Dawn/Dusk,0.0
Snowy,Intersection,Afternoon,2.0,20.0,5.0,0.0,Medium,Icy,Car,39.0,21.0,Daylight,0.0
Clear,Rural Road,Night,2.0,100.0,3.0,0.0,Low,Dry,Car,58.0,19.0,Artificial Light,0.0
Cloudy,Rural Road,Morning,1.0,100.0,3.0,0.0,Low,Dry,Car,31.0,7.0,Daylight,0.0
Foggy,City Road,Morning,3.0,30.0,1.0,0.0,Low,Dry,Truck,70.0,32.0,Dawn/Dusk,0.0
Clear,Rural Road,Morning,2.0,100.0,3.0,0.0,Low,Dry,Motorcycle,56.0,6.0,Daylight,1.0
Rainy,Highway,Afternoon,1.0,100.0,1.0,0.0,Medium,Wet,Car,40.0,3.0,Daylight,1.0
Snowy,Highway,Night,2.0,80.0,5.0,0.0,Medium,Wet,Motorcycle,33.0,8.0,Artificial Light,1.0
Cloudy,Highway,Evening,1.0,80.0,3.0,0.0,Medium,Dry,Car,38.0,0.0,Artificial Light,1.0
Clear,City Road,Afternoon,3.0,40.0,3.0,0.0,Medium,Dry,Motorcycle,27.0,6.0,Dawn/Dusk,0.0
Foggy,Highway,Afternoon,3.0,100.0,2.0,0.0,Low,Wet,Motorcycle,72.0,14.0,Daylight,1.0
Clear,City Road,Evening,2.0,30.0,3.0,0.0,Low,Under Construction,Car,34.0,16.0,Dawn/Dusk,0.0
Foggy,City Road,Morning,3.0,60.0,4.0,0.0,Medium,Wet,Motorcycle,58.0,33.0,Daylight,1.0
Rainy,City Road,Evening,2.0,40.0,2.0,0.0,Low,Wet,Car,45.0,7.0,Dawn/Dusk,1.0
Clear,Rural Road,Evening,1.0,60.0,5.0,0.12,Medium,Dry,Car,51.0,5.0,Artificial Light,0.0
Clear,City Road,Morning,1.0,30.0,2.0,0.0,Low,Dry,Bus,20.0,0.0,Daylight,0.0
Foggy,City Road,Afternoon,3.0,30.0,5.0,0.0,High,Dry,Car,20.0,1.0,Daylight,1.0
Rainy,Highway,Evening,3.0,80.0,1.0,0.0,Low,Wet,Car,27.0,8.0,Dawn/Dusk,1.0
Cloudy,Rural Road,Evening,1.0,100.0,4.0,0.0,Low,Dry,Van,23.0,3.0,Artificial Light,1.0
Clear,Highway,Morning,1.0,120.0,5.0,0.0,Low,Dry,Car,26.0,8.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,120.0,1.0,0.0,Low,Dry,Truck,24.0,3.0,Daylight,0.0
Rainy,Highway,Night,4.0,100.0,3.0,0.0,Medium,Wet,Bus,20.0,2.0,Dark,1.0
Clear,City Road,Morning,3.0,40.0,1.0,0.0,Medium,Dry,Car,38.0,1.0,Daylight,1.0
Clear,City Road,Evening,1.0,30.0,3.0,0.0,Low,Dry,Truck,19.0,1.0,Artificial Light,0.0
Rainy,Rural Road,Afternoon,2.0,60.0,3.0,0.0,Medium,Icy,Car,58.0,28.0,Daylight,1.0
Rainy,Rural Road,Night,1.0,80.0,3.0,0.0,Low,Wet,Truck,62.0,18.0,Dark,1.0
Rainy,City Road,Night,1.0,40.0,3.0,0.0,Medium,Wet,Car,58.0,17.0,Artificial Light,1.0
Rainy,City Road,Evening,1.0,50.0,1.0,0.0,Low,Icy,Car,22.0,3.0,Dawn/Dusk,1.0
Rainy,Highway,Evening,4.0,100.0,2.0,0.0,Low,Icy,Car,26.0,5.0,Artificial Light,1.0
Clear,Intersection,Afternoon,2.0,40.0,3.0,0.12,Medium,Dry,Bus,73.0,40.0,Daylight,1.0
Foggy,Highway,Evening,2.0,120.0,3.0,0.0,Low,Dry,Truck,73.0,32.0,Dawn/Dusk,1.0
Cloudy,Highway,Night,2.0,120.0,4.0,0.0,Low,Under Construction,Car,25.0,3.0,Artificial Light,0.0
Clear,Rural Road,Afternoon,2.0,100.0,3.0,0.08,Medium,Dry,Car,43.0,9.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,40.0,5.0,0.0,Low,Dry,Truck,32.0,13.0,Daylight,1.0
Snowy,City Road,Morning,1.0,60.0,3.0,0.0,Low,Icy,Truck,28.0,2.0,Daylight,0.0
Clear,Rural Road,Evening,2.0,100.0,3.0,0.0,Medium,Dry,Car,32.0,9.0,Daylight,0.0
Cloudy,City Road,Night,3.0,40.0,2.0,0.0,Low,Dry,Car,24.0,2.0,Artificial Light,1.0
Cloudy,Rural Road,Afternoon,2.0,60.0,3.0,0.0,High,Dry,Car,37.0,16.0,Daylight,0.0
Rainy,City Road,Morning,3.0,40.0,2.0,0.0,Medium,Icy,Truck,35.0,15.0,Dawn/Dusk,1.0
Clear,City Road,Evening,2.0,30.0,4.0,0.0,Low,Dry,Bus,69.0,0.0,Daylight,0.0
Cloudy,City Road,Afternoon,3.0,50.0,4.0,0.0,Low,Dry,Car,58.0,2.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,4.0,0.03,Low,Under Construction,Car,58.0,9.0,Daylight,1.0
Foggy,Highway,Morning,4.0,100.0,3.0,0.0,Low,Wet,Car,43.0,11.0,Dawn/Dusk,1.0
Clear,Highway,Morning,1.0,120.0,3.0,0.0,Low,Dry,Car,63.0,32.0,Dawn/Dusk,1.0
Rainy,Rural Road,Evening,1.0,80.0,4.0,0.02,Low,Wet,Car,35.0,16.0,Artificial Light,1.0
Clear,Intersection,Afternoon,1.0,40.0,5.0,0.0,Low,Dry,Truck,54.0,35.0,Daylight,0.0
Clear,Highway,Night,3.0,120.0,3.0,0.0,High,Dry,Car,18.0,0.0,Dark,1.0
Rainy,Rural Road,Evening,1.0,100.0,2.0,0.0,Low,Wet,Car,63.0,38.0,Daylight,1.0
Clear,Highway,Night,2.0,100.0,4.0,0.09,Medium,Dry,Car,38.0,11.0,Artificial Light,1.0
Rainy,City Road,Evening,2.0,60.0,4.0,0.0,High,Wet,Motorcycle,23.0,5.0,Daylight,1.0
Cloudy,Rural Road,Evening,1.0,100.0,5.0,0.0,Medium,Dry,Car,67.0,29.0,Artificial Light,0.0
Clear,City Road,Evening,1.0,50.0,4.0,0.0,Low,Under Construction,Car,19.0,0.0,Daylight,1.0
Clear,Highway,Afternoon,2.0,120.0,1.0,0.0,Fatal,Dry,Van,55.0,1.0,Daylight,1.0
Rainy,Rural Road,Afternoon,2.0,100.0,5.0,0.0,Fatal,Wet,Car,53.0,27.0,Daylight,0.0
Cloudy,City Road,Afternoon,3.0,50.0,4.0,0.0,Low,Dry,Bus,28.0,3.0,Daylight,0.0
Foggy,City Road,Night,1.0,50.0,4.0,0.0,Low,Dry,Car,50.0,7.0,Artificial Light,1.0
Clear,City Road,Morning,2.0,50.0,4.0,0.0,Low,Dry,Bus,54.0,24.0,Daylight,1.0
Rainy,Highway,Morning,1.0,80.0,5.0,0.0,High,Wet,Bus,59.0,30.0,Daylight,1.0
Clear,Rural Road,Afternoon,1.0,100.0,4.0,0.0,Low,Dry,Car,70.0,29.0,Daylight,0.0
Clear,Highway,Afternoon,3.0,120.0,4.0,0.0,Low,Dry,Van,74.0,48.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,2.0,0.0,Medium,Dry,Van,63.0,26.0,Artificial Light,0.0
Rainy,Intersection,Morning,1.0,40.0,2.0,0.03,High,Icy,Car,28.0,5.0,Dawn/Dusk,1.0
Clear,Intersection,Evening,1.0,20.0,5.0,0.0,Low,Dry,Truck,49.0,11.0,Artificial Light,0.0
Snowy,City Road,Night,2.0,60.0,5.0,0.0,Low,Icy,Car,64.0,22.0,Dark,0.0
Clear,Highway,Afternoon,2.0,100.0,5.0,0.0,High,Dry,Truck,60.0,8.0,Daylight,0.0
Foggy,Intersection,Evening,1.0,40.0,3.0,0.0,Medium,Dry,Van,74.0,46.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,40.0,4.0,0.08,Fatal,Dry,Truck,66.0,16.0,Daylight,1.0
Clear,Intersection,Morning,2.0,30.0,4.0,0.0,Low,Dry,Car,48.0,29.0,Dawn/Dusk,0.0
Foggy,City Road,Evening,1.0,30.0,4.0,0.0,High,Dry,Car,39.0,20.0,Daylight,1.0
Clear,Intersection,Evening,2.0,40.0,1.0,0.0,Medium,Dry,Truck,39.0,2.0,Dawn/Dusk,0.0
Foggy,City Road,Afternoon,1.0,30.0,2.0,0.08,High,Dry,Truck,64.0,43.0,Daylight,1.0
Rainy,City Road,Night,2.0,50.0,2.0,0.0,High,Icy,Car,34.0,3.0,Artificial Light,0.0
Rainy,City Road,Afternoon,2.0,60.0,1.0,0.0,Medium,Wet,Car,40.0,4.0,Daylight,0.0
Snowy,City Road,Afternoon,2.0,60.0,3.0,0.0,Low,Icy,Motorcycle,53.0,3.0,Daylight,0.0
Clear,Highway,Morning,2.0,80.0,3.0,0.0,Medium,Under Construction,Truck,39.0,3.0,Daylight,1.0
Rainy,City Road,Morning,1.0,60.0,2.0,0.0,Low,Wet,Car,18.0,0.0,Daylight,0.0
Clear,Intersection,Afternoon,2.0,40.0,2.0,0.0,High,Dry,Car,29.0,0.0,Daylight,1.0
Clear,City Road,Afternoon,2.0,60.0,4.0,0.0,Low,Dry,Car,47.0,0.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,4.0,0.1,Low,Dry,Car,48.0,21.0,Daylight,1.0
Rainy,City Road,Afternoon,1.0,40.0,4.0,0.06,Low,Icy,Car,30.0,1.0,Daylight,1.0
Clear,Highway,Afternoon,2.0,120.0,5.0,0.0,Fatal,Dry,Car,32.0,14.0,Dawn/Dusk,1.0
Rainy,Highway,Night,2.0,120.0,3.0,0.0,Low,Icy,Motorcycle,62.0,27.0,Artificial Light,1.0
Cloudy,Rural Road,Night,1.0,100.0,2.0,0.0,Low,Dry,Car,23.0,3.0,Dark,1.0
Snowy,Highway,Morning,4.0,80.0,1.0,0.0,Medium,Wet,Truck,54.0,2.0,Daylight,1.0
Clear,Rural Road,Night,2.0,100.0,4.0,0.0,Low,Dry,Car,68.0,3.0,Dark,1.0
Cloudy,City Road,Night,3.0,50.0,2.0,0.0,Fatal,Dry,Van,40.0,20.0,Dark,0.0
Clear,City Road,Night,3.0,30.0,2.0,0.0,High,Dry,Car,21.0,3.0,Artificial Light,0.0
Rainy,Highway,Evening,2.0,100.0,1.0,0.03,Medium,Icy,Car,29.0,10.0,Artificial Light,1.0
Foggy,Highway,Night,3.0,80.0,2.0,0.0,Medium,Wet,Car,36.0,14.0,Dark,1.0
Rainy,Rural Road,Afternoon,2.0,60.0,1.0,0.0,Low,Wet,Car,44.0,24.0,Daylight,0.0
Foggy,Highway,Afternoon,3.0,100.0,3.0,0.0,Low,Dry,Car,18.0,0.0,Dawn/Dusk,1.0
Rainy,Intersection,Afternoon,2.0,30.0,1.0,0.15,Medium,Icy,Car,65.0,21.0,Daylight,1.0
Clear,City Road,Morning,2.0,30.0,1.0,0.0,Fatal,Under Construction,Truck,45.0,15.0,Daylight,1.0
Cloudy,Rural Road,Afternoon,1.0,100.0,3.0,0.0,Low,Dry,Car,45.0,10.0,Daylight,0.0
Rainy,City Road,Evening,3.0,40.0,2.0,0.0,Low,Icy,Car,20.0,2.0,Artificial Light,0.0
Rainy,Rural Road,Evening,1.0,60.0,2.0,0.07,Medium,Icy,Car,72.0,46.0,Artificial Light,0.0
Clear,City Road,Evening,3.0,40.0,1.0,0.01,Low,Under Construction,Bus,59.0,6.0,Artificial Light,1.0
Clear,Highway,Evening,2.0,100.0,3.0,0.0,Medium,Dry,Motorcycle,32.0,5.0,Artificial Light,0.0
Foggy,Rural Road,Afternoon,2.0,80.0,2.0,0.0,High,Dry,Van,24.0,1.0,Daylight,1.0
Rainy,Rural Road,Evening,2.0,80.0,4.0,0.0,Medium,Wet,Truck,19.0,0.0,Artificial Light,1.0
Cloudy,Highway,Morning,1.0,80.0,2.0,0.0,Fatal,Dry,Car,46.0,14.0,Daylight,0.0
Cloudy,Intersection,Night,1.0,40.0,4.0,0.0,Medium,Dry,Truck,22.0,0.0,Dark,1.0
Clear,City Road,Night,1.0,40.0,5.0,0.0,Medium,Dry,Motorcycle,67.0,1.0,Dark,1.0
Clear,Highway,Night,2.0,100.0,3.0,0.0,High,Dry,Car,27.0,6.0,Dark,1.0
Rainy,Rural Road,Afternoon,1.0,80.0,5.0,0.0,High,Wet,Car,67.0,41.0,Daylight,1.0
Cloudy,Rural Road,Evening,2.0,100.0,3.0,0.0,Low,Dry,Car,40.0,16.0,Daylight,0.0
Rainy,City Road,Afternoon,1.0,50.0,4.0,0.15,Medium,Wet,Car,27.0,6.0,Daylight,1.0
Rainy,City Road,Morning,2.0,30.0,3.0,0.0,High,Wet,Motorcycle,46.0,4.0,Daylight,1.0
Rainy,City Road,Afternoon,3.0,30.0,4.0,0.0,Low,Wet,Car,25.0,3.0,Daylight,1.0
Rainy,City Road,Morning,2.0,50.0,1.0,0.0,Low,Wet,Car,20.0,1.0,Daylight,0.0
Clear,City Road,Morning,1.0,60.0,1.0,0.0,Low,Dry,Van,19.0,0.0,Dawn/Dusk,0.0
Clear,Rural Road,Afternoon,1.0,60.0,2.0,0.0,High,Dry,Truck,72.0,38.0,Daylight,1.0
Clear,City Road,Night,2.0,50.0,1.0,0.0,Medium,Dry,Truck,60.0,2.0,Artificial Light,0.0
Foggy,Rural Road,Night,2.0,80.0,1.0,0.0,Medium,Dry,Car,55.0,27.0,Artificial Light,1.0
Rainy,Highway,Night,1.0,100.0,5.0,0.0,Low,Icy,Truck,44.0,26.0,Artificial Light,1.0
Clear,Rural Road,Evening,1.0,100.0,2.0,0.0,Low,Under Construction,Car,20.0,2.0,Daylight,0.0
Rainy,City Road,Morning,3.0,40.0,2.0,0.0,High,Wet,Truck,21.0,1.0,Daylight,1.0
